#CDA decimation Metropolis T0 KSAT
#N=1024  stepsdec=10  alpha=2.3   NSamples=1000
#av(e)	0.117
#std(e)	0.011194239590074888
#av(t)	39.394
#std(t)	0.18117605802092115
0.0	34.0	179
0.0	33.0	180
0.0	32.0	181
0.0	33.0	182
0.0	34.0	183
0.0	33.0	184
0.0	33.0	185
0.0	33.0	186
0.0	33.0	187
0.0	32.0	188
0.0	32.0	189
0.0	33.0	190
0.0	32.0	191
0.0	32.0	192
0.0	31.0	193
0.0	32.0	194
0.0	31.0	195
0.0	33.0	196
1.0	32.0	197
0.0	31.0	198
0.0	32.0	199
1.0	32.0	200
0.0	33.0	201
0.0	31.0	202
0.0	33.0	203
0.0	32.0	204
0.0	32.0	205
0.0	31.0	206
0.0	30.0	207
0.0	30.0	208
0.0	29.0	209
0.0	30.0	210
0.0	31.0	211
0.0	30.0	212
0.0	30.0	213
0.0	29.0	214
0.0	30.0	215
0.0	29.0	216
0.0	29.0	217
0.0	30.0	218
0.0	30.0	219
1.0	30.0	220
0.0	30.0	221
0.0	29.0	222
1.0	29.0	223
0.0	30.0	224
0.0	30.0	225
0.0	31.0	226
0.0	31.0	227
2.0	33.0	228
0.0	29.0	229
0.0	31.0	230
0.0	30.0	231
0.0	31.0	232
0.0	31.0	233
0.0	30.0	234
0.0	30.0	235
0.0	30.0	236
0.0	30.0	237
0.0	30.0	238
1.0	30.0	239
0.0	30.0	240
0.0	30.0	241
0.0	30.0	242
0.0	31.0	243
0.0	30.0	244
0.0	31.0	245
0.0	30.0	246
0.0	30.0	247
1.0	31.0	248
0.0	32.0	249
0.0	30.0	250
0.0	40.0	251
0.0	39.0	252
0.0	41.0	253
0.0	39.0	254
0.0	39.0	255
1.0	40.0	256
0.0	41.0	257
0.0	40.0	258
1.0	40.0	259
1.0	40.0	260
0.0	40.0	261
0.0	39.0	262
0.0	40.0	263
0.0	40.0	264
0.0	39.0	265
0.0	39.0	266
0.0	40.0	267
0.0	40.0	268
1.0	41.0	269
0.0	39.0	270
0.0	39.0	271
0.0	41.0	272
1.0	41.0	273
0.0	39.0	274
1.0	40.0	275
0.0	40.0	276
0.0	40.0	277
0.0	38.0	278
0.0	41.0	279
0.0	41.0	280
1.0	40.0	281
0.0	40.0	282
0.0	41.0	283
0.0	39.0	284
1.0	40.0	285
0.0	40.0	286
0.0	39.0	287
0.0	40.0	288
0.0	40.0	289
0.0	39.0	290
0.0	39.0	291
0.0	40.0	292
0.0	40.0	293
0.0	40.0	294
0.0	40.0	295
0.0	40.0	296
1.0	40.0	297
0.0	39.0	298
0.0	40.0	299
0.0	40.0	300
0.0	40.0	301
1.0	39.0	302
0.0	40.0	303
1.0	40.0	304
0.0	41.0	305
0.0	41.0	306
0.0	39.0	307
0.0	39.0	308
0.0	40.0	309
0.0	40.0	310
0.0	41.0	311
0.0	40.0	312
0.0	41.0	313
0.0	39.0	314
0.0	39.0	315
0.0	41.0	316
0.0	41.0	317
0.0	41.0	318
0.0	40.0	319
0.0	41.0	320
0.0	40.0	321
0.0	40.0	322
0.0	40.0	323
0.0	40.0	324
0.0	40.0	325
0.0	40.0	326
0.0	40.0	327
0.0	41.0	328
0.0	40.0	329
0.0	40.0	330
0.0	40.0	331
0.0	40.0	332
0.0	40.0	333
0.0	41.0	334
0.0	40.0	335
0.0	41.0	336
0.0	39.0	337
0.0	39.0	338
0.0	41.0	339
0.0	40.0	340
1.0	41.0	341
0.0	39.0	342
0.0	41.0	343
0.0	39.0	344
0.0	39.0	345
0.0	41.0	346
0.0	40.0	347
0.0	40.0	348
0.0	40.0	349
0.0	40.0	350
0.0	41.0	351
0.0	41.0	352
0.0	39.0	353
0.0	40.0	354
0.0	39.0	355
0.0	39.0	356
1.0	40.0	357
0.0	41.0	358
0.0	40.0	359
0.0	41.0	360
0.0	39.0	361
0.0	40.0	362
0.0	40.0	363
0.0	39.0	364
0.0	40.0	365
0.0	39.0	366
0.0	40.0	367
0.0	40.0	368
0.0	40.0	369
0.0	42.0	370
0.0	40.0	371
0.0	39.0	372
0.0	41.0	373
1.0	39.0	374
0.0	40.0	375
0.0	39.0	376
0.0	40.0	377
0.0	39.0	378
0.0	40.0	379
0.0	39.0	380
0.0	39.0	381
0.0	41.0	382
0.0	40.0	383
0.0	41.0	384
0.0	40.0	385
0.0	41.0	386
0.0	41.0	387
0.0	40.0	388
0.0	40.0	389
0.0	40.0	390
0.0	40.0	391
0.0	40.0	392
1.0	39.0	393
0.0	40.0	394
0.0	40.0	395
0.0	39.0	396
0.0	38.0	397
1.0	37.0	398
0.0	38.0	399
0.0	38.0	400
0.0	38.0	401
0.0	38.0	402
0.0	38.0	403
0.0	38.0	404
0.0	37.0	405
0.0	37.0	406
0.0	38.0	407
0.0	38.0	408
0.0	38.0	409
0.0	37.0	410
0.0	38.0	411
0.0	38.0	412
0.0	38.0	413
0.0	38.0	414
0.0	39.0	415
0.0	37.0	416
0.0	37.0	417
0.0	37.0	418
0.0	35.0	419
0.0	34.0	420
0.0	34.0	421
2.0	37.0	422
0.0	33.0	423
2.0	37.0	424
1.0	33.0	425
0.0	32.0	426
0.0	34.0	427
0.0	33.0	428
0.0	34.0	429
0.0	33.0	430
0.0	33.0	431
0.0	35.0	432
0.0	33.0	433
0.0	33.0	434
0.0	33.0	435
0.0	34.0	436
0.0	32.0	437
0.0	33.0	438
0.0	32.0	439
0.0	32.0	440
0.0	33.0	441
0.0	32.0	442
0.0	32.0	443
0.0	32.0	444
0.0	31.0	445
0.0	32.0	446
0.0	32.0	447
0.0	33.0	448
0.0	31.0	449
0.0	32.0	450
0.0	32.0	451
0.0	32.0	452
0.0	32.0	453
0.0	31.0	454
0.0	32.0	455
0.0	32.0	456
0.0	32.0	457
0.0	31.0	458
0.0	30.0	459
0.0	31.0	460
0.0	30.0	461
0.0	31.0	462
0.0	31.0	463
0.0	31.0	464
0.0	31.0	465
1.0	31.0	466
0.0	30.0	467
0.0	31.0	468
0.0	30.0	469
0.0	30.0	470
0.0	31.0	471
0.0	30.0	472
0.0	31.0	473
0.0	31.0	474
0.0	31.0	475
0.0	30.0	476
0.0	30.0	477
0.0	32.0	478
1.0	31.0	479
0.0	31.0	480
0.0	31.0	481
0.0	32.0	482
0.0	29.0	483
0.0	30.0	484
0.0	30.0	485
0.0	30.0	486
0.0	31.0	487
0.0	30.0	488
0.0	31.0	489
0.0	31.0	490
0.0	30.0	491
0.0	31.0	492
0.0	30.0	493
0.0	31.0	494
0.0	30.0	495
0.0	31.0	496
0.0	31.0	497
0.0	30.0	498
0.0	30.0	499
0.0	30.0	500
0.0	40.0	501
0.0	40.0	502
0.0	39.0	503
0.0	40.0	504
0.0	41.0	505
0.0	40.0	506
0.0	41.0	507
0.0	39.0	508
0.0	41.0	509
0.0	40.0	510
0.0	39.0	511
0.0	42.0	512
0.0	40.0	513
2.0	43.0	514
1.0	41.0	515
1.0	41.0	516
0.0	40.0	517
0.0	40.0	518
0.0	41.0	519
0.0	42.0	520
1.0	40.0	521
1.0	41.0	522
0.0	40.0	523
0.0	42.0	524
2.0	44.0	525
0.0	42.0	526
0.0	40.0	527
0.0	40.0	528
0.0	40.0	529
0.0	40.0	530
0.0	40.0	531
0.0	41.0	532
0.0	40.0	533
0.0	39.0	534
0.0	39.0	535
0.0	41.0	536
1.0	41.0	537
0.0	40.0	538
0.0	40.0	539
0.0	40.0	540
1.0	40.0	541
0.0	39.0	542
0.0	40.0	543
0.0	41.0	544
0.0	40.0	545
0.0	39.0	546
0.0	39.0	547
0.0	39.0	548
0.0	40.0	549
0.0	41.0	550
0.0	41.0	551
0.0	40.0	552
1.0	41.0	553
0.0	40.0	554
0.0	40.0	555
0.0	39.0	556
0.0	39.0	557
0.0	40.0	558
1.0	40.0	559
0.0	41.0	560
0.0	40.0	561
0.0	40.0	562
0.0	41.0	563
0.0	40.0	564
0.0	39.0	565
0.0	40.0	566
0.0	40.0	567
0.0	40.0	568
1.0	40.0	569
1.0	41.0	570
0.0	40.0	571
0.0	40.0	572
0.0	40.0	573
1.0	39.0	574
0.0	40.0	575
0.0	41.0	576
0.0	40.0	577
0.0	41.0	578
0.0	39.0	579
0.0	40.0	580
0.0	39.0	581
0.0	40.0	582
0.0	39.0	583
0.0	40.0	584
2.0	45.0	585
0.0	40.0	586
0.0	40.0	587
0.0	40.0	588
0.0	41.0	589
0.0	40.0	590
0.0	42.0	591
0.0	40.0	592
0.0	40.0	593
0.0	40.0	594
0.0	40.0	595
0.0	41.0	596
0.0	41.0	597
0.0	40.0	598
0.0	40.0	599
0.0	40.0	600
0.0	39.0	601
0.0	40.0	602
0.0	41.0	603
0.0	40.0	604
0.0	40.0	605
1.0	40.0	606
0.0	40.0	607
0.0	41.0	608
0.0	42.0	609
0.0	39.0	610
0.0	39.0	611
0.0	40.0	612
0.0	40.0	613
0.0	39.0	614
0.0	39.0	615
0.0	40.0	616
0.0	40.0	617
0.0	40.0	618
0.0	40.0	619
0.0	40.0	620
0.0	39.0	621
0.0	40.0	622
0.0	40.0	623
0.0	40.0	624
0.0	39.0	625
0.0	40.0	626
0.0	39.0	627
0.0	39.0	628
0.0	40.0	629
0.0	40.0	630
0.0	41.0	631
0.0	40.0	632
0.0	40.0	633
0.0	41.0	634
0.0	41.0	635
1.0	41.0	636
0.0	39.0	637
0.0	39.0	638
0.0	39.0	639
0.0	42.0	640
0.0	40.0	641
0.0	40.0	642
0.0	38.0	643
0.0	41.0	644
1.0	40.0	645
0.0	40.0	646
0.0	38.0	647
0.0	39.0	648
0.0	38.0	649
0.0	38.0	650
0.0	38.0	651
0.0	38.0	652
0.0	37.0	653
0.0	38.0	654
0.0	38.0	655
0.0	38.0	656
0.0	37.0	657
0.0	38.0	658
0.0	39.0	659
0.0	39.0	660
0.0	39.0	661
0.0	38.0	662
0.0	39.0	663
0.0	39.0	664
1.0	37.0	665
0.0	37.0	666
0.0	37.0	667
0.0	34.0	668
0.0	34.0	669
0.0	33.0	670
0.0	33.0	671
0.0	33.0	672
0.0	33.0	673
1.0	34.0	674
0.0	33.0	675
0.0	33.0	676
0.0	33.0	677
1.0	33.0	678
0.0	34.0	679
0.0	33.0	680
0.0	33.0	681
1.0	33.0	682
0.0	33.0	683
0.0	33.0	684
0.0	33.0	685
0.0	33.0	686
0.0	32.0	687
0.0	33.0	688
0.0	31.0	689
0.0	32.0	690
0.0	31.0	691
0.0	32.0	692
1.0	33.0	693
0.0	32.0	694
0.0	32.0	695
0.0	33.0	696
0.0	32.0	697
0.0	31.0	698
0.0	30.0	699
0.0	31.0	700
0.0	31.0	701
0.0	32.0	702
0.0	31.0	703
1.0	32.0	704
0.0	32.0	705
0.0	32.0	706
1.0	32.0	707
0.0	32.0	708
0.0	31.0	709
0.0	30.0	710
0.0	30.0	711
1.0	32.0	712
0.0	31.0	713
0.0	31.0	714
0.0	30.0	715
0.0	31.0	716
0.0	31.0	717
0.0	31.0	718
0.0	30.0	719
0.0	31.0	720
0.0	30.0	721
2.0	33.0	722
0.0	30.0	723
0.0	30.0	724
0.0	31.0	725
0.0	31.0	726
0.0	31.0	727
0.0	31.0	728
0.0	30.0	729
0.0	31.0	730
0.0	31.0	731
0.0	30.0	732
0.0	31.0	733
0.0	31.0	734
0.0	31.0	735
0.0	32.0	736
0.0	31.0	737
1.0	31.0	738
0.0	30.0	739
0.0	32.0	740
0.0	31.0	741
0.0	31.0	742
0.0	31.0	743
0.0	31.0	744
1.0	31.0	745
0.0	30.0	746
0.0	32.0	747
0.0	30.0	748
0.0	30.0	749
0.0	31.0	750
0.0	48.0	751
0.0	49.0	752
0.0	50.0	753
0.0	49.0	754
0.0	50.0	755
0.0	50.0	756
0.0	51.0	757
0.0	51.0	758
0.0	50.0	759
0.0	53.0	760
0.0	51.0	761
0.0	48.0	762
0.0	48.0	763
0.0	49.0	764
0.0	49.0	765
0.0	50.0	766
0.0	49.0	767
0.0	51.0	768
0.0	50.0	769
1.0	49.0	770
0.0	49.0	771
0.0	49.0	772
0.0	49.0	773
0.0	49.0	774
0.0	49.0	775
0.0	50.0	776
0.0	50.0	777
0.0	48.0	778
0.0	51.0	779
0.0	49.0	780
0.0	51.0	781
1.0	51.0	782
0.0	48.0	783
2.0	53.0	784
0.0	51.0	785
0.0	49.0	786
0.0	49.0	787
0.0	49.0	788
1.0	51.0	789
0.0	48.0	790
0.0	55.0	791
0.0	49.0	792
0.0	49.0	793
0.0	50.0	794
0.0	47.0	795
0.0	49.0	796
0.0	51.0	797
0.0	49.0	798
0.0	49.0	799
0.0	49.0	800
0.0	49.0	801
0.0	51.0	802
0.0	50.0	803
0.0	50.0	804
0.0	49.0	805
0.0	47.0	806
0.0	51.0	807
0.0	51.0	808
0.0	51.0	809
0.0	48.0	810
0.0	48.0	811
0.0	49.0	812
1.0	50.0	813
1.0	50.0	814
0.0	48.0	815
0.0	48.0	816
0.0	48.0	817
1.0	53.0	818
0.0	50.0	819
0.0	51.0	820
0.0	50.0	821
0.0	50.0	822
0.0	48.0	823
0.0	50.0	824
1.0	50.0	825
1.0	50.0	826
0.0	50.0	827
0.0	49.0	828
0.0	51.0	829
0.0	49.0	830
0.0	50.0	831
0.0	52.0	832
0.0	49.0	833
0.0	57.0	834
0.0	50.0	835
0.0	49.0	836
1.0	49.0	837
0.0	53.0	838
0.0	49.0	839
0.0	51.0	840
0.0	49.0	841
0.0	49.0	842
0.0	48.0	843
0.0	51.0	844
0.0	49.0	845
0.0	50.0	846
0.0	55.0	847
0.0	51.0	848
0.0	49.0	849
1.0	51.0	850
0.0	50.0	851
0.0	50.0	852
0.0	50.0	853
0.0	51.0	854
0.0	50.0	855
0.0	50.0	856
1.0	50.0	857
0.0	50.0	858
0.0	49.0	859
1.0	52.0	860
0.0	50.0	861
0.0	49.0	862
0.0	50.0	863
0.0	50.0	864
0.0	48.0	865
0.0	50.0	866
0.0	51.0	867
0.0	47.0	868
1.0	48.0	869
0.0	47.0	870
1.0	47.0	871
0.0	46.0	872
0.0	48.0	873
0.0	47.0	874
0.0	48.0	875
0.0	49.0	876
0.0	48.0	877
0.0	48.0	878
0.0	46.0	879
0.0	49.0	880
0.0	49.0	881
0.0	47.0	882
0.0	47.0	883
0.0	47.0	884
0.0	47.0	885
0.0	46.0	886
0.0	45.0	887
0.0	47.0	888
0.0	48.0	889
0.0	47.0	890
0.0	44.0	891
0.0	45.0	892
0.0	45.0	893
1.0	46.0	894
0.0	47.0	895
0.0	47.0	896
0.0	46.0	897
1.0	47.0	898
0.0	46.0	899
0.0	44.0	900
0.0	44.0	901
0.0	43.0	902
0.0	45.0	903
0.0	45.0	904
1.0	43.0	905
0.0	44.0	906
0.0	45.0	907
0.0	43.0	908
0.0	44.0	909
0.0	44.0	910
0.0	48.0	911
0.0	45.0	912
0.0	45.0	913
0.0	45.0	914
0.0	46.0	915
0.0	45.0	916
0.0	44.0	917
0.0	42.0	918
0.0	43.0	919
0.0	43.0	920
0.0	45.0	921
0.0	43.0	922
0.0	44.0	923
0.0	43.0	924
1.0	42.0	925
0.0	45.0	926
0.0	43.0	927
1.0	43.0	928
1.0	44.0	929
0.0	45.0	930
0.0	45.0	931
0.0	44.0	932
0.0	42.0	933
0.0	46.0	934
2.0	48.0	935
0.0	44.0	936
0.0	42.0	937
0.0	45.0	938
0.0	43.0	939
0.0	44.0	940
1.0	44.0	941
0.0	45.0	942
0.0	42.0	943
1.0	43.0	944
0.0	41.0	945
0.0	42.0	946
0.0	41.0	947
0.0	40.0	948
0.0	39.0	949
0.0	38.0	950
0.0	40.0	951
0.0	39.0	952
0.0	39.0	953
0.0	39.0	954
0.0	40.0	955
0.0	44.0	956
0.0	39.0	957
0.0	40.0	958
0.0	39.0	959
0.0	40.0	960
0.0	38.0	961
0.0	42.0	962
0.0	41.0	963
0.0	40.0	964
0.0	39.0	965
0.0	40.0	966
0.0	40.0	967
0.0	38.0	968
0.0	40.0	969
0.0	40.0	970
0.0	39.0	971
0.0	40.0	972
1.0	40.0	973
0.0	37.0	974
0.0	42.0	975
0.0	38.0	976
0.0	41.0	977
0.0	38.0	978
0.0	40.0	979
0.0	38.0	980
0.0	39.0	981
0.0	38.0	982
0.0	38.0	983
0.0	38.0	984
0.0	40.0	985
0.0	38.0	986
0.0	38.0	987
0.0	38.0	988
0.0	39.0	989
0.0	39.0	990
0.0	38.0	991
0.0	39.0	992
1.0	39.0	993
0.0	39.0	994
1.0	38.0	995
0.0	39.0	996
0.0	38.0	997
0.0	39.0	998
0.0	38.0	999
0.0	39.0	1000
